Master.Id,Tweet,Cluster_labels
9.64658E+17, Top priority   right just like Opioid crisis  Seems like priority tax cuts corporations top donors ,0
9.64671E+17,Congrats auburnwa mayor  Nancy Backus  awarded AmerMedicalAssn leadership Healthy Auburn Task Force  pleasure meeting discussing work influential combating mental health  opioid crisis Auburn  WA ,0
9.64893E+17,every hear JeffSessions go marijuana  say nonuser  think idiom  see forest trees  Sack cartoon  Drugs,0
9.64914E+17,Despite many concerns opioid abuse misuse  many strategies place ensure opioids prescribed used safely ,0
9.64964E+17,ICYMI  President BillClinton wrote Facebook week work improving lives United States around world  fighting climate change combating opioid crisis   ,0
9.64997E+17,Detroits  th Annual Images Perceptions Diversity Conference  April    DACA  Human Trafficking  Opioid epidemic  Mental Health crisis Register today  Nurses  Social workers  Educators  mental health professionals earn CEUs ,0
9.65043E+17,NHPCO responds opioid crisis  Read now  hospice palliative hpm eol,0
9.65065E+17,Kellyanne Conway coordinating efforts deal opioid crisis  despite lacking relevant background experience  using opioid addiction epidemic push still harder border wall US Mexico  rather calling relevant measures ,0
9.65188E+17,Philadelphia District Attorney Sues Big Pharma Opioid Crisis,0
9.65233E+17,short case demand side approach opioid crisis recent article ,0
9.65243E+17,Devastating profile opioid crisis Vice Canada  Steel Town,0
9.6527E+17,States need assess options available waiver program address substance abuse  DXCHealth,0
9.6527E+17,promising Ivy League student became another opioid crisis victim article say ILLICIT FENTANYL   via nypmetro,0
9.65306E+17,Stay vigilant Jordan  everybody please thank MorningJoe helping get word  opioid crisis real killing  Americans PER DAY  Talk kids  cc  JoeNBC morningmika,0
9.65311E+17,came good family went best schools  Yet like  Americans killed yearly opioids  escape epidemic spread college campuses around country   addiction suboxone,0
9.65342E+17,SocalSJ RealBillRussell KingJames KDTrey LJFamFoundation NBA never hear white people speak privileged white school shooters always mentally ill  mental illness issues  opioid crisis highest suicide rates country  continue point others peoples flaws ,0
9.65364E+17,penny  per pill    million stem opioid abuse  Mark Dayton seeks funding tackle crisis,0
9.65412E+17,lisacongress StormResist CaptainsLogO JCTheResistance TheSWPrincess Caissie kim MollyJongFast joepabike eorlins HeatherWhaley AMAZING turnout      opioid crisis scourge left corner America untouched  know  WA state legislature passed number bills combat epidemic  will U  S  Representative  WA,0
9.65414E+17,AynRandPaulRyan StormResist CaptainsLogO JCTheResistance TheSWPrincess Caissie kim MollyJongFast joepabike eorlins HeatherWhaley opioid crisis come every community meeting Deer Park Spokane Valley  Expansion substance abuse prevention treatment programs called  However  Congress  delay action seems linked unwillingness take powerful interests ,0
9.65457E+17,Kpascuch USFDA SGottliebFDA exactly going city Chicago  funeral homes booked  opioid crisis homicides real bad  will worse take kratom  doubt either investment funeral homes,0
9.65463E+17,Check link  get idea BAD  frightening things getting  NEED  strike back  brothers  sisters Indiana r deep trouble  commercial gross display PROPaganda  PatientsNotAddicts,0
9.65562E+17,politico People need stop tuning guy  opioid crisis opioid crisis  Back days just another  junkie   TuneRushOut,0
9.65568E+17,opioid crisis scourge across America  IL escaped unscathed   Lawmakers take contributions big pharma stop DEA job  Jennifers US  needs stop   FOLLOW    KellySouthrnIL,0
9.65582E+17,  heroin comes Afghanistan  Poppy plants delicate  satellite imagery crop dusters God  WTF GOING   REALLY GOING  Promising Ivy League student    killed opioid crisis FoxNews,0
9.65601E+17,Interesting article Forbes cannabis opioid crisis  Medicaid  Marijuana  ExOpioid Addicts Take American Drug Denial,2
9.65602E+17,Excited share vision solving Southwestern PAs biggest problems tonight  including ending opioid crisis bringing back coal natural gas jobs  Make sure tune CBSPittsburgh pm ,0
9.65654E+17,latest  final  installment opioid series dailytarheel focuses opioid crisis impacts pregnant women mothers  Programs like UNCOBGYN  s Horizons trying help  resources needed statewide ,0
9.65656E+17, overdoses  days  Opioid crisis continues alarm Lowell residents via boston trinityems,0
9.65662E+17,economics epidemic  New Altarum report finds opioidcrisis cost US   trillion since   may cost additional   billion  current trends continue  PaariUSA OpioidTaskForce mbebinger germanrlopez,0
9.65669E+17, E digital original series  Intervention  Town  dives lives Marietta County community members fight back opioid epidemic killing neighbors ,0
9.65679E+17, Guns aren  t blame  can  t shoot   Yeah  well  Pills can  t take yet opioid crisis  Obviously  opioids necessary many people  Just sayin   things require regulation ,0
9.65698E+17,PMbeers Just like opioid crisis  one cared anything overdose white Americans began rise  RisePDX,0
9.65702E+17,PMbeers  s lost first responders  especially ones work cities suburban areas  public media didn  t pay much attention heroin opioid addiction young white people started dying almost daily ,0
9.65704E+17,loved one battling opioid use disorder  call Maryland Crisis Hotline   support treatment options visit,0
9.65705E+17,Anyone familiar addiction knows insidious  sneakily takes hold person substance use disorder suddenly recognize life anymore  Paying addiction like   recovery reformNOW SUDs epidemic,0
9.65713E+17,Standing Rock Tribe Sues Drug Manufacturers Opioid Crisis Indian Country  Erin Mundahl,2
9.65718E+17,Shocking Economic Cost Opioid Crisis AppalachianFolklore via appalachia,0
9.65719E+17,Thursday Feb  Asheville North Carolina  PSL Forum  Screening Empire Files  Death  Biostitutes  US Opioid Crisis  Opioid opioidcrisis OpioidEpidemic Forum Details ,0
9.6573E+17, opioid crisis broken families hearts  shouldn  t break ability talk find right combination solutions   Join conversation SAFEprojectUS SAFEUS,0
9.65734E+17,Friday rd HaywoodStreet  pm  Harm Reduction Opioid Overdose Crisis  Community Forum will feature panelists WNCAP  Steady  BeLoved  Sunrise Peer Support  asheville mxnews avlnews DavidForbes,0
9.65742E+17,opioid crisis weighing New Hampshires fulltime medical examiner  works     hour days nearly  autopsies last year ,0
9.65764E+17,volunteered interview two people audience opioid crisis country  crisis non partisan hurt many people regardless political party  thoughts solve ,0
9.65772E+17,greta jmurphy    people live severe pain  due cspine injury  resulted  surgeriesThe opioid crisis us rely pain meds somewhat comfortable life  now denied meds ins  companies ,0
9.65783E+17,special  thank  panelists  members audience came tonight JWUProvidence town hall special  Opioid Crisis  Addiction Hitting Home  will air tomorrow night ABC News  CMyersABC johnmethia joepaolinojr raycoletv,0
9.65787E+17,Standing Rock Tribe Sues Drug Manufacturers Opioid Crisis Indian Country  Erin Mundahl,2
9.65797E+17,proud young ladies   Hear thoughts perspectives Tuesday night  WLNE  regarding Opioid Crisis state  skhsripl rmezzanotte kristenstring,0
9.65798E+17,Opioid Crisis  Addiction Hitting Home  Tonights live video capture ABC Town Hall Special gave voice variety perspectives AnchorRI carenewengland ButlerHospital RIHEALTH GovRaimondo Watch Town Hall Special tomorrow   p  m    p  m ,0
9.65814E+17,HillaryClinton ClintonFdn Temperatures still rising opioid crisis showing signs slowing  run foundation well run President  Bravo   ,0
9.65821E+17,Omvrld  USA  Opioider,0
9.65832E+17,patients doctors embracing acupuncture alternative powerful painkillers behind U  S  opioid crisis ,0
9.65841E+17,According new study  economic despair primary factor driving abuse opioids  RichardFlorida writes,0
9.65853E+17,Please  Greta  enough addiction side opioid crisis  chronic pain patients blamed  paying price  ill ppl legislated  CMS plans restrict pain med dosages  insulin bp meds   s discrimination ,0
9.65881E+17,meanwhile  byu students take adderall  s prescribed time  utah midst opioid crisis  can  t get refill sleep med  okay ,0
9.65891E+17,Trump Fumbles Around Opioid Crisis   Die Every Day,0
9.65931E+17,Jennie Duval New Hampshire  s fulltime medical examiner  opioid epidemic overwhelming ,0
9.6594E+17,ChrisMurphyCT marching youth opioid crisis  Maybe guns drugs pouring country poisoning minds    drugs Cruz take   ,0
9.65942E+17,Scientists Warn Trump  FDA  s War Plant Worsen Opioid Crisis Kratom,0
9.65946E+17,BWestbrookAZ shannonrwatts Everytown schoolwalkoutUS MomsDemand    opioid crisis  death gun crisis  healthcare crisis  sex tricking crisis  criminal injustice crisis  safety net crisis  infrastructure crisis  living wage crisis  housing crisis  government corruption crisis  antiimmigration crisis  missed anything ,0
9.65946E+17,Please join us week today ParkwoodHSNC informative panel discussion opioid crisis  event open public  TeamUCPS AGHoulihan,0
9.65948E+17,Trump Fumbles Around Opioid Crisis   Die Every Day  via TheDailyBeast,0
9.65949E+17,Paul Christo  pain specialist associate professor JohnsHopkins  told reporter longterm pain management patients among likely abuse narcotic painkillers ,0
9.6595E+17,Attended WVaChamber legis bfast  MikeBrumageMD made great point  opioid crisis umbrella covers epidemics  Foster care crisis  hepatitis B    nation   hep C  disease  workforce reduction  Love multiprong approach  outsidethebox ideas ,0
9.65956E+17,DNC panel bipartisan crisis opioid asked moderate   crisis  politics  want everyone looking encouraging solutions ,0
9.65957E+17, Coming grips drugs guns aren  t like moon shot conquering Mars  attention  experienced director  full budget  done  Instead  much else  Trump empty promises phone calls   carlsonmargaret,0
9.65959E+17,city  opioidrelated deaths   going take fresh approach solve Philadelphias addiction crisis  JMPerroneMD Via nytimes tirosenberg,0
9.65959E+17,Thank kristinpuhl literally tears patient article  patient years  just pain also facing similar difficulties psychiatrists  one listens anymore ,0
9.65959E+17,Via nytimes  police chief  governor  sociologist spend   billion solve opioid crisis ,0
9.65962E+17,Two families lived opposing worlds chronic pain vs immunity pain mysteries solved  gene discovery lead help opioid crisis  LetsTalkGenes,0
9.65963E+17,News  WSJ spotlights upcoming HouseCommerce legislative push combat opioid crisis,0
9.65963E+17,Jayne supporting PhilSpagnuoloNH   simple citizen wants solve huge problem   knows takes fight opioid crisis  willing fight community  live Laconia  vote Phil week today  Feb  th  nhpolitics,0
9.65964E+17,trump  s presidency turned soap opera  republicans get rid  join forces Democrats start solve important issues country  opioid crisis  gun control  stop Russian interference ,0
9.65964E+17,OpioidEpidemic fought many fronts  Business publication DrugStoreNews includes DisposeRx safe disposal method opioids overview industry addressing crisis  ZeroLeft,0
9.65965E+17,Boston  LennyMBernstein coming way Thursday  sure sign promises important  informative discussion opioid crisis ,0
9.65968E+17,Dear POTUS tweet ego obsessed crap  actually paying  TrumpCrimeFamily  GOPCommunistParty  Parkland  Puerto Rico  Flint Michigan  Infrastructure  opioid crisis  Crumbling dept  education  Skyrocketing student loans  impeach,0
9.6597E+17,Lehigh County announce action opioid crisis Wednesday,0
9.65973E+17,Stuck opioid crisis  officials turn acupuncture via statnews,0
9.65975E+17,Long derided pseudoscience  acupuncture now embraced patients doctors looking alternative powerful painkillers behind opioid crisis  Story ,0
9.65976E+17,Thank SenatorHeitkamp inviting BasinElectric DakotaGas community meeting Hazen opioid crisis  thanks introducing bill will bring funding services rural ND ,0
9.65977E+17,WIPalin JohnKasich JohnKasich opioid crisis  putting weight behind effort  phony   bill  lies like hooker heat ,0
9.65979E+17,amazing description Learn Cope go crisis thankfully LCHope MLSudders MassGovernor MassAGO martywalsh,0
9.65983E+17,Americas opioid crisis ,0
9.65984E+17,Opioid crisis bills will focus law enforcement  health  insurance   bipartisan issueit  s nonpartisan issue   says senator,0
9.65986E+17,smerconish ask answer  End opioid crisis  AddictionIsNotACrime,0
9.65988E+17,Opioid Crisis seminar today CompMinerTweets  pm  ymm rmwb,0
9.65989E+17,WATCH  share  Marijuana less habitforming less harmful alcohol  tobacco  many substances  holds potential confronting opioid crisis  LegalizeItNJ NewJersey,0
9.65989E+17,opioid crisis strains foster care  states aren  t tracking damage  Reveal,0
9.65989E+17,family behind America  s opioid crisis,0
9.65989E+17,small news  AmericanBridge set release PA digital ad hitting Saccone comments re  taxpayers  role combating opioid crisis ,0
9.65991E+17, struggle daily keep family together   opioid crisis tearing families apart ,0
9.65991E+17,overjoyedjoy MaddowBlog Solving world peace  Didn  t know  Also  solving opioid crisis  reforming VA moving capital Israel Jerusalem   s hard worker  ,0
9.65991E+17,Confronting Indianas opioid crisis  Columns  Journal Gazette,0
9.65992E+17,Hosted powerful roundtable last night leaders fight opioid crisis MI  need lip service address crisis  policy must target flood opioids  hold drug companies accountable  deincentivize overprescription  expand treatment ,2
9.65995E+17,looking informed drug addiction overdose epidemic  Join CEO Host donshafer moderates conversation representatives VancouverPD  CDCofBC scienceworldca Feb th ,2
9.65996E+17,Sackler family made billions opioid crisis via MailOnline,0
9.65996E+17,Child  Youth Care students VIU making difference youngest vulnerable victims teh opioid crisis NationalDayOfAction opioidcrisis overdose,0
9.65998E+17,basp intelligencer  cruel rediculous withhold medication suffering people  Big pharma phony paid politicians profit misery  furthering opioid crisis greed ,0
9.65998E+17,emergVictorious greta jacobsullum headdock addictiondocMD KateNicholson StefanKertesz like add  issue U  S  Opioid crisis  addiction crisis fueled chronic stress U  S   inaccessible healthcare  w  preventative focus  degradation communities large  marginalization specific population groups ,0
9.66002E+17,Jason Wale Medical Director Emergency Services Emergency Physician Victoria  years Quality Forum  Feb   Jason will speaking opioid crisis BC new avenues taken intervene ,0
9.66003E+17,One cool side effects latest opioid crisis unstated subtext questions get people status folks asking  people want just come say  still alive   asking ,0
9.66003E+17,Drug Courts West Virginia  Solution Opioid Crisis ,2
9.66003E+17,Glad article now kevinmd blog   miscalculated fear opioid crisis Haiti ,0
9.66007E+17,family behind America  s opioid crisis  New York London socialites developed OxyContin made BILLIONS drug  s skyrocketing sales despite claims false advertising labelled LESS addictive painkillers,2
9.66008E+17,Read guest post Socrata using open data tackle opioid crisis ,0
9.6601E+17,major effort stem opioidcrisis devastated communities NY State  NYSCOUNCIL  leading advocacy organizations requesting lawmakers direct opioid surcharge funds towards services fight public health crisis ,0
9.6601E+17,Cannabis can mitigate opioid crisis  Sessions must back cannabis congress can repeal prohibition least respect states legal  h  t SunshineTheGrey  don  t feel high  feel better     yearold tries pot cuts back morphine,0
9.66011E+17,OPIOID CRISIS  Watch ABC  tonight PM P M Opioid Town Hall Special OpioidCrisis,0
9.66012E+17,SubHealth  s legislative push will begin next week E  C continues combat OpioidCrisis  ,0
9.66014E+17,Meet Attys Opioid MDLs Negotiating Table  fate multidistrict litigation opioid crisis now rests heavily  elite attorneys whove tasked negotiating settlement historic case   Law  presents t ,0
9.66018E+17,  years ago  Chelsea Carter facing  years federal prison burglary conspiracy charges  Instead  judge sent drugcourt able get treatment   wvpublic,0
9.6602E+17,Regardless age  live  challenges face  Hoosiers deserve fair shot success  first FairShotAgenda roundtable Indy discussed issues ranging education  jobs  tackling opioid crisis  making government efficient ,0
9.6602E+17,Trump Fumbles Around Opioid Crisis   Die Every Day  via TheDailyBeast,0
9.66022E+17,Architect opioid crisis  Disgraced prosecutor  crooked come  Get know Congressman new th District  Tom Marino ,0
9.66023E+17,Si tuvieran   mil millones de dlares   cmo solucionaran la crisis de opiceos un jefe de polica  un gobernador y un socilogo  va UpshotNYT,0
9.66024E+17,Sackler family made billions opioid crisis via MailOnline,0
9.66025E+17,Happy State House today testifying support Medicaid Expansion   s crucial tool fighting opioid crisis  nhpolitics,0
9.66025E+17,clinical breakthrough treating OpioidAddiction expected soon  scientists developing vaccine combat OpioidCrisis  Way go MHRPInfo NIDAnews ,0
9.66025E+17,OpioidEpidemic fought many fronts  Business publication DrugStoreNews includes DisposeRx safe disposal method opioids overview industry addressing crisis  ZeroLeft,0
9.66025E+17,Every day   Americans die overdosing opioids  crisis must addressed  affecting many families nation  opioids,0
9.66025E+17,SanhoTree Opioid remedy prescribed  taken ,0
9.66025E+17, washed blood money halls museums universities around world  demand ,0
9.66025E+17,  QAnon Site   Liddle  Kids  FloridaShooting Actor  Opioid Crisis,1
9.66025E+17,opioid crisis started Dr  Mario ,0
9.66025E+17,USFDA  medications can help manage pain prescribed right condition used properly   Direct quote site  Pump breaks  OPIOID CRISIS ,0
9.66025E+17, Making sure Pennsylvanians receive benefits entitled health insurance coverage key part GovernorTomWolf  s battle opioid crisis  ,0
9.66026E+17,Trump Foolishly Thinks Can Solve Opioid Crisis Zero Cash Dumb Ad Campaign,0
9.66026E+17,Sackler family made billions opioid crisis via MailOnline,0
9.66026E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66026E+17,  Q Site      Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66026E+17,Sackler family made billions opioid crisis Brooklynborn brothers Arthur  Raymond Mortimer  main  third wife daughter  Sackler began pharmaceutical legacy lead creation addictive Oxycontin ,0
9.66026E+17,health   MMS Hit piece  Flu Shots  Vax Propaganda  Opioid Crisis via YouTube,0
9.66026E+17,Lizardo  opioid crisis ,0
9.66027E+17,can just ask uber driver stop talking  d sooner  minute conversation opioid crisis ask stfu,0
9.66027E+17,Several branches government various agencies stepping announced action opioid crisis  Find OpioidCrisis OpioidEpidemic opioid WarOnDrugs,0
9.66027E+17,AmicusUpdate  Purdue stop marketing Oxycontin prescribers response Opioid Crisis ,0
9.66028E+17,Sackler family made billions opioid crisis,0
9.66028E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66028E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66028E+17,Former Fox News star Eric Bolling working Trump fight opioid crisis,0
9.66028E+17,Many right frame opioid crisis coal country Red America terms human cost societal failure  places like Seattle  SF change framing failure liberalism  messy  city streets  without care human toll  Hrm ,0
9.66028E+17,nprpolitics titonka interested voted re  BigPharma shooters psychotropic drugs  prescribed kids rate parallel rise school shootings opioid crisis kills teens young adults bullets Pharm Lobby outspends NRA  times much,0
9.66028E+17,cut feed time  High five    Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis DestroyingTheIllusion TheStorm QAnon FloridaSchoolShooting ExposeTheDeepState,1
9.66028E+17,DESTROYING ILLUSION   Q SITE   LIDDLE  KIDS  FL  SHOOTING ACTOR  OPIOID CRISIS,1
9.66028E+17,overview opioid crisis,0
9.66028E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66029E+17,Opioid Crisis Addressed Governors Latest Budget Proposals,0
9.66029E+17,Sackler family made billions opioid crisis USFDA POTUS VP realDonaldTrump drugs banned criminal charges ,0
9.66029E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66029E+17,ReleaseTheCures WeKnow GunControl ArmTheTeachers ReleaseEverything ObamaGate Treason WeThePeople GreatAwakening POTUS NoCollusion    MMS Hit piece  Flu Shots  Vax Propaganda  Opioid Crisis via YouTube,0
9.66029E+17,Sackler family made billions opioid crisis,0
9.6603E+17,US cops semicompetent jobs Irish  fat  racist lazy MS   opioid crisis,0
9.6603E+17,Sackler family made billions opioid crisis,0
9.6603E+17,Q  country midst DEVASTATING opioid crisis many teens addicted  However  even young people loved one abuses drugs  opioid crisis affect teens young children  can mental health schools help  SBHCmonth,0
9.6603E+17,AGPamBondi Calling Kratom synthetic drug first clue idea talking  LEAF  Nothing synthetic drug  Secondly  opioid crisis  illegal heroin illicit fentanyl problem never going go away,2
9.6603E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.6603E+17,Bridge  clinic UpstateMedical run UpstatePoison  s Dr  Ross Sullivan  front lines opioid crisis  helping addicts connect services help long term  via CNYcentral,0
9.6603E+17,Painful Lessons  Using Data Overdose Deaths Combat Opioid Crisis,0
9.66031E+17,A  need hands deck opioid crisis  Mental health providers  school staff can allies helping teens seek care substanceuse  Find Askable Adult SBHCmonth,0
9.66031E+17,ReleaseTheCures WeKnow GunControl ArmTheTeachers ReleaseEverything ObamaGate Treason WeThePeople GreatAwakening POTUS NoCollusion   Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66031E+17,DrSeanMackey lacks neither  Several organizations played critical roles genesis opioid crisis  powered tens millions pharma  clearly trying maintain status quo  harming patients process ,0
9.66031E+17,thousands deaths year Michigan across country opioid overdoses  michiganLARA uses ApprissHealth software fights fight opioid epidemic  healthIT,0
9.66031E+17,devil wears Prada  America  s destructive drug pushers wear  Smiles ,2
9.66031E+17,thousands deaths year Michigan across country opioid overdoses  michiganLARA uses ApprissHealth software fights fight opioid epidemic  healthIT,0
9.66031E+17,liked YouTube video   Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66031E+17,JackPosobiec GrrrGraphics   wants blame NRA BigPharma loading kids pills years little regard mental health affects short long term  part blame opioid crisis  detrimental everything  whose blame deaths USA ,0
9.66031E+17,Promising Ivy League student    killed opioid crisis,0
9.66031E+17,Orange Senior Center invites  Opioid Crisis  Community Forum  Weds     pm Orange Senior Center  Free Admission please preregister calling   ext    orangerec,0
9.66031E+17,TitusNation Gun nuts claim problem opioid crisis enough opioids ,0
9.66031E+17,House Republicans plans begin series legislative hearings next week first step effort pass bipartisan bills tackling opioid crisis,0
9.66032E+17,Abzug POTUS NeverAgainMSD PrincipalMSD CarlosGSmith RepJoseOliva Obviously able accomplish much  Exploiting children also accomplishment  done opioid crisis  MS    Sanctuary cities ,0
9.66032E+17,,0
9.66032E+17,dbongino will save hundreds times Americans confiscating unused opioids medicine cabinets will confiscating guns Americans  opioid crisis massacres high school aged children every single month total killed school shootings ,0
9.66032E+17,miscalculated fear opioid crisis Haiti via kevinmd,0
9.66032E+17,White House Announces Opioid Crisis Cost U  S  Economy   Billion,0
9.66032E+17,devil wears Prada  America  s destructive drug pushers wear  Smiles ,2
9.66032E+17,another reason need get dimented Traitor WhiteHouse  isnt taking care Americans  ,0
9.66032E+17,sbhall NCQA FamiliesUSA OregonSBHA AdolescentHlth AmerAcadPeds PublicHealth FirstFocus hiltonfound SchlittJohn cincihealthdept SBHCs can lifeline young people impacted opioid crisis among family members  can linked support services caring adults learn resilience coping skills SBHC providers ,0
9.66033E+17,CPAC ericbolling care kids  ppl streets wanted  Jeff Sessions still wants  jail   opioid crisis   drug problem   Difference  means  families  ethnicity  JWGOP,2
9.66033E+17,SafetyPinDaily JaredKushner charge solving opioid crisis  fact inspire confidence ,0
9.66033E+17,UCare  HCMC  Breaking new ground opioid crisis,0
9.66033E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube WOW  Check Florida school shooting  survivor   actor   months ago ,1
9.66033E+17,,0
9.66034E+17,liked YouTube video   Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66034E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66034E+17,School Nursing joins fight opioid crisis  University News DrugAbuse,0
9.66034E+17,via thedailybeast,0
9.66034E+17,nuts  West Virginia calls National Guard tackle opioid crisis FoxNews,0
